Minute,Team,Margin
44,CLE,0.573170732
45,CLE,0.390243902
46,CLE,0.731707317
47,CLE,0.524390244
48,CLE,0.902439024
49,CLE,0.93902439
0,GSW,0.195121951
1,GSW,0.219512195
2,GSW,-0.12195122
3,GSW,-0.219512195
4,GSW,-0.12195122
5,GSW,-0.475609756
6,GSW,-0.646341463
7,GSW,-0.06097561
8,GSW,-0.170731707
9,GSW,0.024390244
10,GSW,-0.219512195
11,GSW,-0.426829268
12,GSW,-0.268292683
13,GSW,0.670731707
14,GSW,0.658536585
15,GSW,0.87804878
16,GSW,1.097560976
17,GSW,0.609756098
18,GSW,-0.06097561
19,GSW,0.256097561
20,GSW,0.536585366
21,GSW,1.073170732
22,GSW,1.317073171
23,GSW,0.93902439
24,GSW,1.048780488
25,GSW,1.695121951
26,GSW,2.341463415
27,GSW,3.036585366
28,GSW,3.256097561
29,GSW,3.451219512
30,GSW,3.5
31,GSW,4.085365854
32,GSW,4.414634146
33,GSW,4.256097561
34,GSW,4.914634146
35,GSW,5.37804878
36,GSW,6.036585366
37,GSW,6.073170732
38,GSW,6.695121951
39,GSW,6.341463415
40,GSW,6.512195122
41,GSW,6.426829268
42,GSW,6.5
43,GSW,6.548780488
44,GSW,6.56097561
45,GSW,6.62195122
46,GSW,6.329268293
47,GSW,6.731707317
48,GSW,6.207317073
49,GSW,6.134146341
0,HOU,0.256097561
1,HOU,0.256097561
2,HOU,0.243902439
3,HOU,0.402439024
4,HOU,0.682926829
5,HOU,1.719512195
6,HOU,1.695121951
7,HOU,2.097560976
8,HOU,2.341463415
9,HOU,3
10,HOU,3.353658537
11,HOU,3.902439024
12,HOU,4.036585366
13,HOU,4.426829268
14,HOU,4.548780488
15,HOU,4.756097561
16,HOU,4.902439024
17,HOU,5.024390244
18,HOU,5.487804878
19,HOU,5.548780488
20,HOU,5.62195122
21,HOU,5.219512195
22,HOU,5.426829268
23,HOU,5.512195122
24,HOU,5.987804878
25,HOU,6.37804878
26,HOU,6.353658537
27,HOU,6.317073171
28,HOU,6.634146341
29,HOU,7.158536585
30,HOU,6.951219512
31,HOU,7.609756098
32,HOU,6.963414634
33,HOU,6.792682927
34,HOU,7.548780488
35,HOU,7.780487805
36,HOU,8.62195122
37,HOU,8.524390244
38,HOU,8.097560976
39,HOU,8.609756098
40,HOU,8.695121951
41,HOU,8.719512195
42,HOU,8.963414634
43,HOU,8.951219512
44,HOU,8.768292683
45,HOU,8.280487805
46,HOU,8.451219512
47,HOU,8.353658537
48,HOU,8.048780488
49,HOU,8.475609756
0,NOP,-0.256097561
1,NOP,-0.280487805
2,NOP,-0.036585366
3,NOP,-0.597560976
4,NOP,-0.268292683
5,NOP,-0.536585366
6,NOP,-0.390243902
7,NOP,-1
8,NOP,-0.634146341
9,NOP,-0.317073171
10,NOP,0.170731707
11,NOP,0.682926829
12,NOP,0.353658537
13,NOP,0.390243902
14,NOP,0
15,NOP,-0.097560976
16,NOP,0.036585366
17,NOP,-0.085365854
18,NOP,0.036585366
19,NOP,0.134146341
20,NOP,0.012195122
21,NOP,0.634146341
22,NOP,1.463414634
23,NOP,1.536585366
24,NOP,1.768292683
25,NOP,1.402439024
26,NOP,1.646341463
27,NOP,1.62195122
28,NOP,1.536585366
29,NOP,1.426829268
30,NOP,1.585365854
31,NOP,1.365853659
32,NOP,1.402439024
33,NOP,1.097560976
34,NOP,1.146341463
35,NOP,0.670731707
36,NOP,0.37804878
37,NOP,0.902439024
38,NOP,0.890243902
39,NOP,0.707317073
40,NOP,0.719512195
41,NOP,1.048780488
42,NOP,0.975609756
43,NOP,1.048780488
44,NOP,1.682926829
45,NOP,1.682926829
46,NOP,1.353658537
47,NOP,1.085365854
48,NOP,1.451219512
49,NOP,1.146341463
0,MEM,-0.402439024
1,MEM,-0.402439024
2,MEM,-0.317073171
3,MEM,-0.12195122
4,MEM,0.170731707
5,MEM,-0.073170732
6,MEM,-0.134146341
7,MEM,-0.292682927
8,MEM,-1.268292683
9,MEM,-1.304878049
10,MEM,-1.524390244
11,MEM,-1.463414634
12,MEM,-1.548780488
13,MEM,-1.756097561
14,MEM,-1.146341463
15,MEM,-0.902439024
16,MEM,-0.963414634
17,MEM,-1.475609756
18,MEM,-1.353658537
19,MEM,-1.512195122
20,MEM,-1.865853659
21,MEM,-2.37804878
22,MEM,-2.817073171
23,MEM,-3
24,MEM,-3.585365854
25,MEM,-4.402439024
26,MEM,-4.597560976
27,MEM,-4.292682927
28,MEM,-4.304878049
29,MEM,-4.62195122
30,MEM,-4.743902439
31,MEM,-4.731707317
32,MEM,-4.707317073
33,MEM,-4.695121951
34,MEM,-4.890243902
35,MEM,-5.195121951
36,MEM,-5.158536585
37,MEM,-5.573170732
38,MEM,-5.402439024
39,MEM,-5.463414634
40,MEM,-5.524390244
41,MEM,-5.56097561
42,MEM,-6.146341463
43,MEM,-5.93902439
44,MEM,-6.012195122
45,MEM,-6.097560976
46,MEM,-6.012195122
47,MEM,-6.12195122
48,MEM,-6.548780488
49,MEM,-6.207317073
0,WAS,0.451219512
1,WAS,0.451219512
2,WAS,0.256097561
3,WAS,0.097560976
4,WAS,0.365853659
5,WAS,0.170731707
6,WAS,0.512195122
7,WAS,0.634146341
8,WAS,0.609756098
9,WAS,0.890243902
10,WAS,0.780487805
11,WAS,0.292682927
12,WAS,0.182926829
13,WAS,-0.134146341
14,WAS,0.085365854
15,WAS,0.134146341
16,WAS,-0.109756098
17,WAS,-0.085365854
18,WAS,-0.43902439
19,WAS,0.036585366
20,WAS,-0.304878049
21,WAS,-0.43902439
22,WAS,-0.365853659
23,WAS,0.024390244
24,WAS,0.097560976
25,WAS,0.329268293
26,WAS,0.512195122
27,WAS,0.817073171
28,WAS,0.926829268
29,WAS,1.56097561
30,WAS,1.719512195
31,WAS,1.024390244
32,WAS,1.817073171
33,WAS,1.951219512
34,WAS,2.036585366
35,WAS,1.743902439
36,WAS,1.170731707
37,WAS,1.585365854
38,WAS,1.536585366
39,WAS,1.463414634
40,WAS,1.573170732
41,WAS,1.524390244
42,WAS,1.731707317
43,WAS,1.146341463
44,WAS,1.487804878
45,WAS,1.512195122
46,WAS,1.62195122
47,WAS,1.207317073
48,WAS,0.93902439
49,WAS,0.585365854
0,PHI,0.5
1,PHI,0.5
2,PHI,0.585365854
3,PHI,1.548780488
4,PHI,1.87804878
5,PHI,2.109756098
6,PHI,2.402439024
7,PHI,2.93902439
8,PHI,3.268292683
9,PHI,3.463414634
10,PHI,3.451219512
11,PHI,3.658536585
12,PHI,3.87804878
13,PHI,3.573170732
14,PHI,3.646341463
15,PHI,3.597560976
16,PHI,3.804878049
17,PHI,4.43902439
18,PHI,4.731707317
19,PHI,4.463414634
20,PHI,4.243902439
21,PHI,4.524390244
22,PHI,4.585365854
23,PHI,4.768292683
24,PHI,4.256097561
25,PHI,4.573170732
26,PHI,4.37804878
27,PHI,5.695121951
28,PHI,5.695121951
29,PHI,5.93902439
30,PHI,6.097560976
31,PHI,6.012195122
32,PHI,5.841463415
33,PHI,5.524390244
34,PHI,5.719512195
35,PHI,5.87804878
36,PHI,6.036585366
37,PHI,5.829268293
38,PHI,5.682926829
39,PHI,5.756097561
40,PHI,5.682926829
41,PHI,4.780487805
42,PHI,4.804878049
43,PHI,4.317073171
44,PHI,4.426829268
45,PHI,4.085365854
46,PHI,4.012195122
47,PHI,4.536585366
48,PHI,4.317073171
49,PHI,4.5
0,SAC,-0.195121951
1,SAC,-0.195121951
2,SAC,-0.207317073
3,SAC,-0.634146341
4,SAC,-1.182926829
5,SAC,-0.817073171
6,SAC,-1.573170732
7,SAC,-2.06097561
8,SAC,-2.390243902
9,SAC,-2.487804878
10,SAC,-2.451219512
11,SAC,-2.682926829
12,SAC,-2.573170732
13,SAC,-2.256097561
14,SAC,-2.06097561
15,SAC,-2.43902439
16,SAC,-2.719512195
17,SAC,-2.841463415
18,SAC,-2.585365854
19,SAC,-2.756097561
20,SAC,-2.670731707
21,SAC,-2.890243902
22,SAC,-2.926829268
23,SAC,-3.451219512
24,SAC,-3.902439024
25,SAC,-3.719512195
26,SAC,-3.768292683
27,SAC,-4.5
28,SAC,-4.43902439
29,SAC,-4.37804878
30,SAC,-4.841463415
31,SAC,-5.487804878
32,SAC,-5.853658537
33,SAC,-6.109756098
34,SAC,-6.707317073
35,SAC,-6.902439024
36,SAC,-6.609756098
37,SAC,-6.426829268
38,SAC,-6.731707317
39,SAC,-6.634146341
40,SAC,-7.073170732
41,SAC,-7.134146341
42,SAC,-6.682926829
43,SAC,-7.317073171
44,SAC,-7.292682927
45,SAC,-7.036585366
46,SAC,-7.390243902
47,SAC,-7.304878049
48,SAC,-7.219512195
49,SAC,-6.987804878
0,ATL,-0.207317073
1,ATL,-0.207317073
2,ATL,-0.195121951
3,ATL,-0.085365854
4,ATL,-0.146341463
5,ATL,-0.426829268
6,ATL,-0.219512195
7,ATL,-0.390243902
8,ATL,-0.195121951
9,ATL,-0.548780488
10,ATL,-0.743902439
11,ATL,-0.87804878
12,ATL,-1.036585366
13,ATL,-1.37804878
14,ATL,-1.817073171
15,ATL,-2.243902439
16,ATL,-1.987804878
17,ATL,-2.390243902
18,ATL,-2.207317073
19,ATL,-2.317073171
20,ATL,-2.658536585
21,ATL,-2.658536585
22,ATL,-2.62195122
23,ATL,-3.219512195
24,ATL,-3.5
25,ATL,-4.12195122
26,ATL,-4.756097561
27,ATL,-4.731707317
28,ATL,-4.56097561
29,ATL,-4.975609756
30,ATL,-5.292682927
31,ATL,-4.743902439
32,ATL,-5.317073171
33,ATL,-5.475609756
34,ATL,-5.5
35,ATL,-5.914634146
36,ATL,-5.804878049
37,ATL,-5.487804878
38,ATL,-5.829268293
39,ATL,-6.182926829
40,ATL,-5.914634146
41,ATL,-6.06097561
42,ATL,-5.951219512
43,ATL,-5.524390244
44,ATL,-5.768292683
45,ATL,-5.829268293
46,ATL,-5.768292683
47,ATL,-5.475609756
48,ATL,-5.670731707
49,ATL,-5.451219512
0,DAL,-0.256097561
1,DAL,-0.256097561
2,DAL,-0.012195122
3,DAL,-0.134146341
4,DAL,-1
5,DAL,-1.451219512
6,DAL,-1.731707317
7,DAL,-1.280487805
8,DAL,-1.487804878
9,DAL,-1.475609756
10,DAL,-1.426829268
11,DAL,-1.487804878
12,DAL,-1.317073171
13,DAL,-0.914634146
14,DAL,-0.719512195
15,DAL,-0.719512195
16,DAL,-0.634146341
17,DAL,-0.158536585
18,DAL,-0.768292683
19,DAL,-0.768292683
20,DAL,-0.865853659
21,DAL,-0.987804878
22,DAL,-0.658536585
23,DAL,-0.743902439
24,DAL,-0.926829268
25,DAL,-0.731707317
26,DAL,-0.841463415
27,DAL,-1.048780488
28,DAL,-1.536585366
29,DAL,-1.365853659
30,DAL,-1.426829268
31,DAL,-1.62195122
32,DAL,-2.256097561
33,DAL,-2.37804878
34,DAL,-2.43902439
35,DAL,-1.902439024
36,DAL,-1.902439024
37,DAL,-2.097560976
38,DAL,-1.817073171
39,DAL,-1.634146341
40,DAL,-2.048780488
41,DAL,-2.085365854
42,DAL,-2.317073171
43,DAL,-2.536585366
44,DAL,-2.731707317
45,DAL,-2.926829268
46,DAL,-3.146341463
47,DAL,-2.841463415
48,DAL,-2.62195122
49,DAL,-3.036585366
0,DEN,-0.329268293
1,DEN,-0.329268293
2,DEN,0.256097561
3,DEN,0.512195122
4,DEN,0.646341463
5,DEN,0.682926829
6,DEN,0.341463415
7,DEN,0.146341463
8,DEN,-0.12195122
9,DEN,-0.37804878
10,DEN,-0.317073171
11,DEN,-0.512195122
12,DEN,-0.43902439
13,DEN,-0.585365854
14,DEN,-0.682926829
15,DEN,-0.487804878
16,DEN,-0.475609756
17,DEN,-1.012195122
18,DEN,-0.475609756
19,DEN,0.06097561
20,DEN,-0.158536585
21,DEN,0.390243902
22,DEN,0.109756098
23,DEN,0.329268293
24,DEN,0.146341463
25,DEN,0.658536585
26,DEN,0.817073171
27,DEN,0.975609756
28,DEN,1.219512195
29,DEN,1.134146341
30,DEN,1.548780488
31,DEN,1.975609756
32,DEN,2.658536585
33,DEN,2.975609756
34,DEN,2.817073171
35,DEN,2.817073171
36,DEN,2.426829268
37,DEN,2.158536585
38,DEN,1.865853659
39,DEN,1.475609756
40,DEN,1.317073171
41,DEN,1.158536585
42,DEN,1.43902439
43,DEN,1.073170732
44,DEN,0.987804878
45,DEN,0.951219512
46,DEN,1.158536585
47,DEN,1.341463415
48,DEN,1.402439024
49,DEN,1.475609756
0,UTA,0.402439024
1,UTA,0.402439024
2,UTA,0.219512195
3,UTA,0.024390244
4,UTA,0.036585366
5,UTA,0.195121951
6,UTA,-0.048780488
7,UTA,0.524390244
8,UTA,0.536585366
9,UTA,0.487804878
10,UTA,0.085365854
11,UTA,0.243902439
12,UTA,-0.012195122
13,UTA,0.536585366
14,UTA,0.426829268
15,UTA,0.62195122
16,UTA,1.073170732
17,UTA,1.329268293
18,UTA,1.207317073
19,UTA,1.524390244
20,UTA,1.902439024
21,UTA,2.231707317
22,UTA,2.134146341
23,UTA,2.219512195
24,UTA,2.743902439
25,UTA,2.548780488
26,UTA,2.317073171
27,UTA,2.524390244
28,UTA,2.451219512
29,UTA,2.62195122
30,UTA,3.012195122
31,UTA,2.817073171
32,UTA,2.719512195
33,UTA,2.93902439
34,UTA,2.853658537
35,UTA,2.646341463
36,UTA,2.548780488
37,UTA,2.646341463
38,UTA,2.536585366
39,UTA,3.085365854
40,UTA,3.463414634
41,UTA,3.975609756
42,UTA,3.658536585
43,UTA,4.024390244
44,UTA,4.292682927
45,UTA,3.951219512
46,UTA,4.256097561
47,UTA,4.146341463
48,UTA,3.975609756
49,UTA,4.304878049
0,IND,-0.170731707
1,IND,-0.170731707
2,IND,-0.158536585
3,IND,-0.670731707
4,IND,-0.902439024
5,IND,-1.329268293
6,IND,-1.268292683
7,IND,-1.207317073
8,IND,-1.085365854
9,IND,-0.426829268
10,IND,-0.463414634
11,IND,-0.524390244
12,IND,-0.463414634
13,IND,-0.158536585
14,IND,-0.292682927
15,IND,-0.06097561
16,IND,-0.085365854
17,IND,-0.12195122
18,IND,-0.695121951
19,IND,-0.219512195
20,IND,-0.097560976
21,IND,-0.097560976
22,IND,-0.207317073
23,IND,0.256097561
24,IND,0.475609756
25,IND,0.451219512
26,IND,0.487804878
27,IND,0.731707317
28,IND,1.256097561
29,IND,1.341463415
30,IND,1.5
31,IND,1.609756098
32,IND,2.036585366
33,IND,2.146341463
34,IND,2.012195122
35,IND,2.012195122
36,IND,1.414634146
37,IND,1.524390244
38,IND,1.804878049
39,IND,1.756097561
40,IND,1.731707317
41,IND,1.353658537
42,IND,1.304878049
43,IND,1.256097561
44,IND,1.585365854
45,IND,1.756097561
46,IND,1.62195122
47,IND,1.451219512
48,IND,1.207317073
49,IND,1.37804878
0,BKN,-0.341463415
1,BKN,-0.341463415
2,BKN,-0.37804878
3,BKN,-0.073170732
4,BKN,-0.451219512
5,BKN,-0.963414634
6,BKN,-1.5
7,BKN,-1.292682927
8,BKN,-1.536585366
9,BKN,-1.890243902
10,BKN,-2.268292683
11,BKN,-2.207317073
12,BKN,-2.231707317
13,BKN,-2.548780488
14,BKN,-2.304878049
15,BKN,-2.317073171
16,BKN,-2.731707317
17,BKN,-2.609756098
18,BKN,-2.756097561
19,BKN,-2.56097561
20,BKN,-2.573170732
21,BKN,-2.914634146
22,BKN,-2.682926829
23,BKN,-2.768292683
24,BKN,-2.731707317
25,BKN,-2.792682927
26,BKN,-2.609756098
27,BKN,-2.402439024
28,BKN,-2.646341463
29,BKN,-2.573170732
30,BKN,-2.670731707
31,BKN,-3.024390244
32,BKN,-2.804878049
33,BKN,-2.93902439
34,BKN,-3.06097561
35,BKN,-3.158536585
36,BKN,-2.695121951
37,BKN,-2.817073171
38,BKN,-2.853658537
39,BKN,-3.134146341
40,BKN,-3.182926829
41,BKN,-3.5
42,BKN,-3.548780488
43,BKN,-3.292682927
44,BKN,-3.390243902
45,BKN,-2.87804878
46,BKN,-3.207317073
47,BKN,-3.353658537
48,BKN,-3.170731707
49,BKN,-3.743902439
0,CHA,0.231707317
1,CHA,0.231707317
2,CHA,0
3,CHA,-0.12195122
4,CHA,-0.195121951
5,CHA,0.317073171
6,CHA,-0.073170732
7,CHA,-0.06097561
8,CHA,0.390243902
9,CHA,0.134146341
10,CHA,0.670731707
11,CHA,0.731707317
12,CHA,0.341463415
13,CHA,0.329268293
14,CHA,0.243902439
15,CHA,-0.317073171
16,CHA,-0.341463415
17,CHA,-0.365853659
18,CHA,-0.048780488
19,CHA,-0.256097561
20,CHA,0.158536585
21,CHA,0.695121951
22,CHA,0.304878049
23,CHA,0.853658537
24,CHA,0.926829268
25,CHA,0.048780488
26,CHA,0.414634146
27,CHA,0
28,CHA,0.43902439
29,CHA,0.548780488
30,CHA,0.853658537
31,CHA,0.5
32,CHA,0.792682927
33,CHA,0.902439024
34,CHA,0.975609756
35,CHA,0.975609756
36,CHA,0.597560976
37,CHA,0.524390244
38,CHA,0.12195122
39,CHA,-0.024390244
40,CHA,0.463414634
41,CHA,0.256097561
42,CHA,0.365853659
43,CHA,0.353658537
44,CHA,0.5
45,CHA,0.56097561
46,CHA,0.670731707
47,CHA,0.597560976
48,CHA,0.512195122
49,CHA,0.256097561
0,DET,0.036585366
1,DET,0.036585366
2,DET,-0.390243902
3,DET,-0.268292683
4,DET,0.085365854
5,DET,0.292682927
6,DET,0.146341463
7,DET,0.195121951
8,DET,-0.609756098
9,DET,-0.548780488
10,DET,-0.292682927
11,DET,-0.158536585
12,DET,-0.256097561
13,DET,-0.634146341
14,DET,-0.426829268
15,DET,-1.085365854
16,DET,-1.097560976
17,DET,-1.073170732
18,DET,-0.865853659
19,DET,-0.451219512
20,DET,-0.658536585
21,DET,-0.975609756
22,DET,-0.768292683
23,DET,-0.646341463
24,DET,-0.951219512
25,DET,-0.451219512
26,DET,-0.451219512
27,DET,-1.097560976
28,DET,-0.804878049
29,DET,-1.402439024
30,DET,-1.048780488
31,DET,-0.792682927
32,DET,-0.853658537
33,DET,-0.914634146
34,DET,-0.524390244
35,DET,-0.280487805
36,DET,-0.902439024
37,DET,-0.292682927
38,DET,-0.182926829
39,DET,-0.134146341
40,DET,0.37804878
41,DET,0.548780488
42,DET,0.402439024
43,DET,0.231707317
44,DET,-0.085365854
45,DET,0.109756098
46,DET,-0.317073171
47,DET,-0.548780488
48,DET,-0.158536585
49,DET,-0.146341463
0,ORL,-0.341463415
1,ORL,-0.341463415
2,ORL,-0.243902439
3,ORL,-0.573170732
4,ORL,-0.256097561
5,ORL,-0.243902439
6,ORL,0.073170732
7,ORL,0
8,ORL,-0.207317073
9,ORL,-0.37804878
10,ORL,-0.170731707
11,ORL,-0.585365854
12,ORL,-0.756097561
13,ORL,-0.926829268
14,ORL,-1.048780488
15,ORL,-0.87804878
16,ORL,-1.365853659
17,ORL,-1.414634146
18,ORL,-1.817073171
19,ORL,-2.097560976
20,ORL,-2.548780488
21,ORL,-3.097560976
22,ORL,-3.304878049
23,ORL,-3.597560976
24,ORL,-3.670731707
25,ORL,-4.280487805
26,ORL,-4.585365854
27,ORL,-4.512195122
28,ORL,-4.475609756
29,ORL,-4.634146341
30,ORL,-4.865853659
31,ORL,-4.987804878
32,ORL,-5.524390244
33,ORL,-5.402439024
34,ORL,-5.390243902
35,ORL,-4.93902439
36,ORL,-4.512195122
37,ORL,-5.097560976
38,ORL,-5.12195122
39,ORL,-4.768292683
40,ORL,-5.134146341
41,ORL,-5.292682927
42,ORL,-5.512195122
43,ORL,-5.707317073
44,ORL,-5.536585366
45,ORL,-5.548780488
46,ORL,-5.682926829
47,ORL,-5.43902439
48,ORL,-5.073170732
49,ORL,-4.817073171
0,MIA,-0.280487805
1,MIA,-0.280487805
2,MIA,-0.512195122
3,MIA,0.170731707
4,MIA,-0.158536585
5,MIA,0.146341463
6,MIA,0.304878049
7,MIA,0.536585366
8,MIA,1.390243902
9,MIA,1.268292683
10,MIA,1.219512195
11,MIA,1
12,MIA,1.024390244
13,MIA,0.951219512
14,MIA,1.43902439
15,MIA,1.353658537
16,MIA,1.646341463
17,MIA,1.987804878
18,MIA,2.182926829
19,MIA,2
20,MIA,1.951219512
21,MIA,1.731707317
22,MIA,1.414634146
23,MIA,1.62195122
24,MIA,1.536585366
25,MIA,1.353658537
26,MIA,1.268292683
27,MIA,0.93902439
28,MIA,0.841463415
29,MIA,0.548780488
30,MIA,-0.036585366
31,MIA,0.329268293
32,MIA,0.195121951
33,MIA,0.073170732
34,MIA,-0.12195122
35,MIA,-0.292682927
36,MIA,-0.207317073
37,MIA,-0.536585366
38,MIA,-0.695121951
39,MIA,-0.268292683
40,MIA,-0.390243902
41,MIA,-0.073170732
42,MIA,-0.219512195
43,MIA,0.085365854
44,MIA,0.12195122
45,MIA,0.073170732
46,MIA,0.451219512
47,MIA,0.402439024
48,MIA,0.195121951
49,MIA,0.475609756
0,MIL,0.06097561
1,MIL,0.06097561
2,MIL,-0.097560976
3,MIL,-0.37804878
4,MIL,-0.268292683
5,MIL,-0.463414634
6,MIL,-0.62195122
7,MIL,-0.914634146
8,MIL,-0.756097561
9,MIL,-0.865853659
10,MIL,-0.817073171
11,MIL,-0.43902439
12,MIL,-1.012195122
13,MIL,-0.695121951
14,MIL,-0.573170732
15,MIL,-0.390243902
16,MIL,-0.414634146
17,MIL,-0.597560976
18,MIL,-0.914634146
19,MIL,-1.317073171
20,MIL,-0.646341463
21,MIL,-0.536585366
22,MIL,-0.536585366
23,MIL,0.048780488
24,MIL,-0.195121951
25,MIL,0.12195122
26,MIL,0.524390244
27,MIL,0.43902439
28,MIL,0.109756098
29,MIL,0.170731707
30,MIL,0.243902439
31,MIL,0.865853659
32,MIL,0.780487805
33,MIL,1.292682927
34,MIL,1.768292683
35,MIL,1.548780488
36,MIL,0.890243902
37,MIL,0.658536585
38,MIL,0.658536585
39,MIL,-0.012195122
40,MIL,-0.402439024
41,MIL,-0.37804878
42,MIL,-0.902439024
43,MIL,-1.012195122
44,MIL,-1.170731707
45,MIL,-1.024390244
46,MIL,-0.695121951
47,MIL,-0.597560976
48,MIL,-0.207317073
49,MIL,-0.304878049
0,POR,0.219512195
1,POR,0.219512195
2,POR,0.170731707
3,POR,0.365853659
4,POR,0.182926829
5,POR,0.12195122
6,POR,0.5
7,POR,1.073170732
8,POR,1.097560976
9,POR,1.243902439
10,POR,1.085365854
11,POR,1.280487805
12,POR,1.707317073
13,POR,1.341463415
14,POR,1.402439024
15,POR,1.5
16,POR,1.536585366
17,POR,1.512195122
18,POR,1.512195122
19,POR,1.390243902
20,POR,1.487804878
21,POR,1.12195122
22,POR,1.243902439
23,POR,1.487804878
24,POR,1.682926829
25,POR,2.243902439
26,POR,2.365853659
27,POR,1.902439024
28,POR,1.487804878
29,POR,2.231707317
30,POR,2.207317073
31,POR,1.926829268
32,POR,2.097560976
33,POR,1.987804878
34,POR,1.975609756
35,POR,2.292682927
36,POR,2.634146341
37,POR,3.036585366
38,POR,2.865853659
39,POR,3.158536585
40,POR,2.865853659
41,POR,2.926829268
42,POR,2.56097561
43,POR,2.548780488
44,POR,2.012195122
45,POR,2.085365854
46,POR,2.073170732
47,POR,2.317073171
48,POR,2.451219512
49,POR,2.597560976
0,PHX,-0.268292683
1,PHX,-0.268292683
2,PHX,-0.890243902
3,PHX,-0.951219512
4,PHX,-1.268292683
5,PHX,-1.256097561
6,PHX,-1.987804878
7,PHX,-2.146341463
8,PHX,-2.414634146
9,PHX,-3.329268293
10,PHX,-3.792682927
11,PHX,-3.658536585
12,PHX,-3.865853659
13,PHX,-3.426829268
14,PHX,-3.87804878
15,PHX,-3.609756098
16,PHX,-3.536585366
17,PHX,-3.585365854
18,PHX,-3.768292683
19,PHX,-3.512195122
20,PHX,-4.012195122
21,PHX,-4.341463415
22,PHX,-4.634146341
23,PHX,-5.048780488
24,PHX,-5.43902439
25,PHX,-5.329268293
26,PHX,-5.719512195
27,PHX,-5.890243902
28,PHX,-6.073170732
29,PHX,-6.487804878
30,PHX,-6.902439024
31,PHX,-7.304878049
32,PHX,-7.414634146
33,PHX,-7.695121951
34,PHX,-8.146341463
35,PHX,-8.219512195
36,PHX,-8.634146341
37,PHX,-9.048780488
38,PHX,-9.317073171
39,PHX,-9.487804878
40,PHX,-9.329268293
41,PHX,-9.768292683
42,PHX,-9.963414634
43,PHX,-9.573170732
44,PHX,-9.756097561
45,PHX,-9.682926829
46,PHX,-9.670731707
47,PHX,-9.841463415
48,PHX,-9.475609756
49,PHX,-9.365853659
0,MIN,0.268292683
1,MIN,0.268292683
2,MIN,0.463414634
3,MIN,0.792682927
4,MIN,0.902439024
5,MIN,1.317073171
6,MIN,1.914634146
7,MIN,1.804878049
8,MIN,2.024390244
9,MIN,2.292682927
10,MIN,1.914634146
11,MIN,1.597560976
12,MIN,1.841463415
13,MIN,1.292682927
14,MIN,1.243902439
15,MIN,1.06097561
16,MIN,1.109756098
17,MIN,1.243902439
18,MIN,1.304878049
19,MIN,1.231707317
20,MIN,1.634146341
21,MIN,1.292682927
22,MIN,1.609756098
23,MIN,2.268292683
24,MIN,2.036585366
25,MIN,2.207317073
26,MIN,2.158536585
27,MIN,2.085365854
28,MIN,2.402439024
29,MIN,2.402439024
30,MIN,2.853658537
31,MIN,3.524390244
32,MIN,3.170731707
33,MIN,3.268292683
34,MIN,3.048780488
35,MIN,3.024390244
36,MIN,2.853658537
37,MIN,3.073170732
38,MIN,3.426829268
